order_amount,num_items,distance_km,rider_experience,weather,order_time,promotion_applied,delivery_time_min
91.5,1,11.1,low,rain,afternoon,Y,42.6
73.88,5,10.04,medium,snow,morning,Y,38.8
14.24,7,13.66,high,snow,morning,Y,45.6
67.14,3,5.95,low,fog,afternoon,N,26.4
21.47,7,10.17,medium,rain,morning,N,21.3
70.08,6,12.93,high,snow,night,Y,140.0
10.67,2,3.32,high,clear,evening,Y,3.6
59.67,1,7.44,high,rain,evening,Y,28.0
13.8,1,7.4,high,snow,night,Y,19.5
86.82,1,11.4,low,clear,night,N,28.4
74.65,7,3.54,medium,snow,afternoon,Y,21.4
73.84,3,9.25,high,rain,morning,Y,138.0
62.79,5,8.55,low,rain,evening,Y,35.1
21.73,6,11.94,medium,clear,morning,N,38.2
94.71,5,6.57,high,clear,morning,Y,18.3
52.79,1,8.57,medium,rain,morning,Y,24.4
77.65,3,0.95,high,clear,night,N,10.6
60.92,4,8.99,medium,rain,morning,N,35.3
91.14,6,9.16,low,fog,evening,N,21.7
97.53,5,6.34,medium,rain,night,N,25.9
92.11,3,14.68,low,fog,morning,N,43.3
67.7,6,2.53,high,rain,morning,N,11.0
81.65,4,8.35,high,rain,morning,N,103.0
56.96,6,7.25,low,fog,morning,N,22.4
79.88,5,6.18,high,clear,afternoon,N,16.2
46.66,1,6.73,high,rain,night,Y,20.2
60.4,1,7.19,high,clear,morning,N,16.5
82.98,2,8.57,medium,fog,afternoon,N,16.5
89.52,2,7.41,medium,fog,morning,Y,10.7
24.73,1,14.16,low,fog,afternoon,N,49.5
41.9,1,12.12,medium,snow,afternoon,N,30.3
11.49,2,6.59,medium,rain,afternoon,N,16.2
92.08,2,8.82,high,fog,evening,N,10.6
98.04,3,14.43,high,snow,morning,N,34.4
35.09,1,2.49,medium,snow,night,N,6.7
34.24,6,9.3,high,snow,night,Y,40.1
11.32,1,2.04,medium,fog,night,Y,17.1
22.38,5,6.71,high,clear,evening,N,13.6
39.21,5,1.96,medium,fog,morning,N,25.7
89.38,1,12.82,low,clear,night,Y,38.5
43.31,7,12.09,low,rain,morning,N,33.9
20.98,2,4.19,high,snow,morning,N,0.9
97.0,1,9.73,high,rain,night,Y,43.5
75.77,1,5.77,medium,snow,morning,N,12.8
32.49,6,11.53,low,snow,morning,N,25.5
81.19,3,10.29,high,clear,evening,N,32.7
13.52,4,2.7,low,snow,evening,N,39.5
52.63,7,6.57,high,clear,night,N,24.8
17.4,7,6.74,medium,clear,morning,N,20.4
,4,8.18,high,rain,afternoon,Y,29.5
95.12,7,14.73,high,clear,evening,N,40.4
91.16,7,7.82,low,snow,night,N,35.0
42.04,6,3.81,high,fog,morning,N,14.6
43.28,6,11.41,medium,rain,afternoon,Y,33.5
91.21,3,6.87,medium,clear,evening,Y,19.3
47.57,5,14.63,medium,clear,afternoon,N,28.0
74.11,5,5.95,high,rain,morning,N,17.9
57.24,7,7.14,low,snow,evening,N,19.4
76.01,1,14.18,high,clear,night,N,29.7
18.84,2,12.25,medium,clear,night,N,20.6
34.13,6,4.83,high,clear,night,N,3.9
34.48,1,6.8,high,rain,evening,N,25.9
46.41,4,11.66,low,snow,night,N,47.1
77.7,6,5.91,high,fog,night,Y,23.2
45.16,7,7.95,low,clear,night,Y,10.9
24.27,3,3.28,medium,fog,night,N,5.6
24.86,2,7.74,high,clear,night,Y,24.1
65.89,1,10.12,low,rain,afternoon,Y,26.4
52.98,2,6.9,medium,fog,afternoon,N,19.2
82.92,1,12.23,low,rain,morning,Y,40.3
47.88,1,14.58,high,clear,morning,N,24.4
98.2,1,0.75,medium,clear,evening,N,8.2
54.57,3,13.03,medium,clear,afternoon,Y,20.7
53.82,6,10.3,medium,snow,night,Y,27.4
11.78,5,3.29,high,rain,afternoon,N,17.8
57.46,5,2.34,high,fog,morning,Y,-1.5
34.71,1,1.17,low,snow,night,N,19.4
27.3,1,12.14,low,snow,morning,Y,38.1
71.34,2,14.61,low,clear,evening,N,42.1
27.79,1,7.37,low,fog,night,Y,25.3
35.03,1,1.52,medium,clear,morning,Y,15.6
